region,time,spei_true,spei_pred_persistence
SEA,2014-04-01,-0.6724997162818909,-0.6216496229171753
SEA,2014-05-01,-0.5648418664932251,-0.6724997162818909
SEA,2014-06-01,-0.380267858505249,-0.5648418664932251
SEA,2014-07-01,-0.28156429529190063,-0.380267858505249
SEA,2014-08-01,-0.06976854801177979,-0.28156429529190063
SEA,2014-09-01,-0.19680579006671906,-0.06976854801177979
SEA,2014-10-01,-0.4770182967185974,-0.19680579006671906
SEA,2014-11-01,-0.5883654952049255,-0.4770182967185974
SEA,2014-12-01,-0.308295875787735,-0.5883654952049255
SEA,2015-01-01,0.15107162296772003,-0.308295875787735
SEA,2015-02-01,0.3310167193412781,0.15107162296772003
SEA,2015-03-01,-0.056935012340545654,0.3310167193412781
SEA,2015-04-01,-0.23734620213508606,-0.056935012340545654
SEA,2015-05-01,-0.6581115126609802,-0.23734620213508606
SEA,2015-06-01,-0.5668198466300964,-0.6581115126609802
SEA,2015-07-01,-0.7115304470062256,-0.5668198466300964
SEA,2015-08-01,-0.48486268520355225,-0.7115304470062256
SEA,2015-09-01,-0.4933488368988037,-0.48486268520355225
SEA,2015-10-01,-0.618484377861023,-0.4933488368988037
SEA,2015-11-01,-0.585943877696991,-0.618484377861023
SEA,2015-12-01,-0.41245684027671814,-0.585943877696991
SEA,2016-01-01,-0.1373373419046402,-0.41245684027671814
SEA,2016-02-01,0.11551103740930557,-0.1373373419046402
SEA,2016-03-01,-0.17412464320659637,0.11551103740930557
SEA,2016-04-01,-0.3905467092990875,-0.17412464320659637
SEA,2016-05-01,-0.38440895080566406,-0.3905467092990875
SEA,2016-06-01,-0.211207315325737,-0.38440895080566406
SEA,2016-07-01,0.07165960222482681,-0.211207315325737
SEA,2016-08-01,-0.02546408399939537,0.07165960222482681
SEA,2016-09-01,0.2780054211616516,-0.02546408399939537
SEA,2016-10-01,0.42550820112228394,0.2780054211616516
SEA,2016-11-01,0.7275997400283813,0.42550820112228394
SEA,2016-12-01,0.6727837324142456,0.7275997400283813
SEA,2017-01-01,0.7327224612236023,0.6727837324142456
SEA,2017-02-01,0.38522031903266907,0.7327224612236023
SEA,2017-03-01,0.6426360011100769,0.38522031903266907
SEA,2017-04-01,0.670315146446228,0.6426360011100769
SEA,2017-05-01,0.8013519048690796,0.670315146446228
SEA,2017-06-01,0.5802810788154602,0.8013519048690796
SEA,2017-07-01,0.5050357580184937,0.5802810788154602
